other_key,together_count,to_fraction,from_fraction
name:be,114,0.0,1.0
bus:lanes:backward,113,0.0,0.8692
highchair,113,0.0,0.9658
consulate,111,0.0,0.8162
name:hy,111,0.0,1.0
postal_code:left,111,0.0,1.0
diet:gluten_free,110,0.0,1.0
maxheight:physical,110,0.0,0.8594
dual_gauge,109,0.0,0.5266
minspeed,108,0.0,0.8926
name:pl,108,0.0,0.9908
payment:apple_pay,108,0.0,0.9908
recycling:paper,108,0.0,0.3364
damage:event:wikidata,107,0.0,0.4421
facebook,106,0.0,1.0
fuel:octane_91,106,0.0,0.7465
website:menu,106,0.0,1.0
design,106,0.0,0.0066
IJSN:tipoUnidad,106,0.0,1.0
opening_hours:signed,105,0.0,0.8898
parking_lane,105,0.0,0.913
wikipedia:pt,105,0.0,1.0
building:min_level,104,0.0,0.1026
source:addr:housenumber,104,0.0,0.1368
IPP:CodTrecho,103,0.0,0.8306
name:mr,103,0.0,1.0
payment:pikepass,102,0.0,1.0
railway:etcs,102,0.0,0.281
IPP:CodNP,102,0.0,0.8361
name:th,102,0.0,1.0
IBGE:CD_GEOCODB,102,0.0,1.0
contact:linkedin,101,0.0,1.0
fitness_station,100,0.0,0.0947
placement,100,0.0,0.7752
postal_code:right,100,0.0,1.0
source:hgv,100,0.0,0.9524
wikimapa:author,100,0.0,0.9804
source:height,99,0.0,0.1316
aerodrome,98,0.0,0.9423
shoulder:right,98,0.0,0.9899
destination:symbol,97,0.0,0.2658
animal,96,0.0,0.4424
restaurant,96,0.0,0.9796
service:bicycle:rental,96,0.0,0.96
surveillance:type,96,0.0,0.0556
tram,96,0.0,0.568
taxi:colour,94,0.0,0.9792
tents,94,0.0,0.9038
note:alt_name,94,0.0,1.0
note:name,94,0.0,1.0
historic:civilization,94,0.0,0.9038
alt_name:pt,93,0.0,0.8378
name:tg,93,0.0,1.0
recycling:plastic,93,0.0,0.355
source:narrow,93,0.0,0.6889
surveillance:zone,93,0.0,0.0702
source:river,92,0.0,0.8364
sorting_name,92,0.0,1.0
ref:EPTC,92,0.0,1.0
designation,92,0.0,0.6815
fuel:e85,92,0.0,0.736
fuel:diesel_s10_comum,91,0.0,0.9381
sett:shape,91,0.0,0.6947
parking_space,91,0.0,0.0479
payment:google_pay,91,0.0,0.9891
seamark:pipeline_submarine:product,90,0.0,0.8182
service:bicycle:parts,90,0.0,0.9783
axle_load,90,0.0,1.0
name:nl,90,0.0,0.9783
service:bicycle:diy,89,0.0,0.9468
fountain,88,0.0,0.4171
source:lanes,88,0.0,0.9362
step_count,88,0.0,0.0834
taxi:prefix,88,0.0,0.9888
subject:wikidata,88,0.0,0.5146
phone:mobile,87,0.0,0.9886
4wd_only,85,0.0,0.1033
classeCnae,85,0.0,1.0
cycleway:surface,85,0.0,0.2815
name:la,85,0.0,0.9884
camera:type,84,0.0,0.0599
fast_food,84,0.0,0.7368
camera:mount,84,0.0,0.0652
access:bus,84,0.0,0.9767
alt,83,0.0,1.0
amenity_1,83,0.0,0.7477
brand:en,83,0.0,1.0
payment:app,83,0.0,0.883
recycling:scrap_metal,83,0.0,0.4278
Bairro,82,0.0,1.0
frontage_road,82,0.0,0.5503
junction:ref,82,0.0,0.1269
name:uz,82,0.0,1.0
recycling:glass,82,0.0,0.4713
reservoir_type,82,0.0,0.0673
service:vehicle:car_parts,82,0.0,0.988
service:vehicle:painting,82,0.0,0.9213
sett:pattern,82,0.0,0.9535
description:payment,81,0.0,0.9878
archaeological_site,81,0.0,0.9
brand:es,80,0.0,1.0
seamark:light:group,80,0.0,0.2116
unsigned,80,0.0,0.1794
description:pt,80,0.0,0.2941
railway:preserved,80,0.0,0.5031
lgbtq,80,0.0,0.9877
capacity:disabled,79,0.0,0.101
maxstay,79,0.0,0.4788
building:architecture,78,0.0,0.8298
bus_bay,78,0.0,0.6964
fuel:octane_98,78,0.0,0.8667
cycleway:left:est_width,78,0.0,1.0
disused:shop,77,0.0,0.1562
lockable,77,0.0,0.6525
park,77,0.0,0.6311
square,77,0.0,0.5923
zone:maxspeed,77,0.0,1.0
fuel:alcohol,76,0.0,0.962
name:cs,76,0.0,0.7451
garden:style,76,0.0,0.4318
food,76,0.0,0.8352
bdouble,76,0.0,0.3878
alt_name:es,76,0.0,1.0
company,75,0.0,0.9259
golf,75,0.0,0.0267
line,75,0.0,0.1003
name:os,75,0.0,1.0
service:vehicle:air_conditioning,75,0.0,0.9868
tunnel:name,75,0.0,1.0
ref:PBH,74,0.0,0.9737
source:goods,74,0.0,0.9367
parking:condition:right:maxstay,74,0.0,1.0
divipola,74,0.0,1.0
diameter,72,0.0,0.0454
source:loc_name,72,0.0,0.9863
free_flying:site,71,0.0,0.8765
ref:jgs:irreg,71,0.0,0.9861
screen,71,0.0,0.9861
climbing,70,0.0,0.9333
parking:condition:right:default,70,0.0,0.9859
backrest,70,0.0,0.0116
name:el,69,0.0,1.0
waste,69,0.0,0.0318
source_1,69,0.0,0.8214
service:vehicle:alignment,69,0.0,1.0
bus:lanes:forward,69,0.0,0.8023
fuel:e10,69,0.0,0.7753
caravans,69,0.0,0.9079
destination:colour:text,69,0.0,0.5308
agrarian,68,0.0,0.9577
cycleway:right:est_width,68,0.0,0.9444
destination:colour:arrow,68,0.0,0.5313
damage:event,67,0.0,0.3317
name:sh,67,0.0,1.0
vending,67,0.0,0.1479
kerb,66,0.0,0.0039
subject:wikipedia,66,0.0,1.0
name:right,66,0.0,0.9167
parking:condition:left:time_interval,66,0.0,1.0
depth,66,0.0,0.2548
cycleway:left:source,66,0.0,1.0
agricultural,66,0.0,0.1823
parking:right:fee,65,0.0,0.9286
recycling:glass_bottles,65,0.0,0.3533
name:left,65,0.0,0.9155
health,65,0.0,0.8025
diet:local,64,0.0,1.0
fuel:diesel_s500_comum,64,0.0,0.9697
governance_type,64,0.0,1.0
old_brand,64,0.0,0.8
parking:left:fee,64,0.0,0.9846
ref:SMTR_AUX,64,0.0,0.8101
name:tr,64,0.0,1.0
currency:USD,63,0.0,1.0
damage:type,63,0.0,0.3333
disused:highway,63,0.0,0.1821
law,63,0.0,1.0
name:gn,63,0.0,1.0
railway:historic,63,0.0,0.9545
diet:lactose_free,62,0.0,1.0
monorail,62,0.0,0.7848
busway:backward:right,62,0.0,1.0
railway:start_date,61,0.0,0.9104
toilets:disposal,61,0.0,0.0783
IPP:CODIGO,61,0.0,0.1495
strapline,61,0.0,1.0
steps,61,0.0,0.6703
telecom,61,0.0,0.4766
manufacturer,61,0.0,0.2748
education,61,0.0,0.9242
coffee,61,0.0,1.0
IPP:RAMAL,61,0.0,1.0
IPP:FONTE,61,0.0,1.0
IPP:CODESTFERR,60,0.0,1.0
artist:wikidata,60,0.0,0.9375
floating,60,0.0,0.1212
fuel:HGV_diesel,60,0.0,0.7692
power_supply,60,0.0,0.8333
seamark:buoy_lateral:colour,60,0.0,0.036
seamark:landmark:category,59,0.0,0.1464
recycling:cans,59,0.0,0.3242
protected_area,59,0.0,1.0
enforcement,59,0.0,0.0594
FUNAI:GRUPOS,59,0.0,1.0
emergency_shelter,58,0.0,1.0
service:vehicle:body_repair,58,0.0,0.9355
recycling:plastic_bottles,58,0.0,0.3867
parking:lane:left:parallel,58,0.0,1.0
emergency_shelter:ref,58,0.0,1.0
parking:both:staggered,58,0.0,0.9831
dance:style,58,0.0,0.9667
access:conditional,58,0.0,0.5088
ISO3166-2,58,0.0,1.0
FUNAI:SITUACAO,58,0.0,1.0
FUNAI:LINKAREA,58,0.0,1.0
FUNAI:AREA_HA,58,0.0,1.0
waterway:information:pt,57,0.0,0.8906
waterway:information,57,0.0,0.8906
tag,57,0.0,0.6064
source:image,57,0.0,0.4597
service:vehicle:truck_repair,57,0.0,0.8769
name:kn,57,0.0,0.5588
name:ur,57,0.0,1.0
fuel:diesel_s10,57,0.0,0.9661
FUNAI:TITULO,57,0.0,1.0
FUNAI:CODAREA,57,0.0,1.0
FUNAI:NOME_AREA,57,0.0,1.0
footway:surface,57,0.0,0.1759
beds,57,0.0,0.8769
castle_type,57,0.0,0.8636
3dr:type,56,0.0,0.9032
hov,56,0.0,0.381
maxheight:signed,56,0.0,0.5895
parts,56,0.0,0.7179
seamark:buoy_lateral:category,56,0.0,0.0337
seamark:buoy_lateral:shape,56,0.0,0.0337
seamark:buoy_lateral:system,56,0.0,0.0337
sidewalk:right:tactile_paving,56,0.0,0.8
addr:description,56,0.0,0.2249
name:hi,55,0.0,1.0
women,55,0.0,1.0
name:eu,55,0.0,1.0
int_ref,55,0.0,0.9483
display,55,0.0,0.2236
addr:number,54,0.0,0.5934
faculty,54,0.0,0.9643
incorrect:highway,54,0.0,1.0
service:bicycle:Bicycle_Sales_and_Service,54,0.0,0.9643
ref:UY:ruee,53,0.0,1.0
taxi,53,0.0,0.3292
source:position,53,0.0,0.065
shower,53,0.0,0.7361
ref:UY:rule_est,53,0.0,1.0
fuel:lpg,53,0.0,0.8983
ref:BRTRio,53,0.0,1.0
fuel:octane_87_aditivada,53,0.0,0.9298
area:highway,53,0.0,0.0293
blind,53,0.0,0.1352
parking:lane,53,0.0,0.8154
seamark:topmark:shape,52,0.0,0.0459
support,52,0.0,0.0323
sidewalk:left:tactile_paving,52,0.0,0.9455
seamark:topmark:colour,52,0.0,0.046
seamark:light:1:colour,52,0.0,0.7429
state_capital,51,0.0,1.0
seamark:light:1:sector_start,51,0.0,0.8095
seamark:light:1:sector_end,51,0.0,0.8095
payment:telephone_cards,51,0.0,0.0355
seamark:light:1:period,51,0.0,0.8226
seamark:light:1:height,51,0.0,0.8226
seamark:light:1:character,51,0.0,0.7391
lunch,51,0.0,0.9808
name:gl,51,0.0,1.0
breakfast,51,0.0,0.9808
name:eme,51,0.0,1.0
IJSN:tipoAgrup,51,0.0,1.0
bus_route,51,0.0,1.0
motorcycle:conditional,51,0.0,0.7286
name:ce,51,0.0,1.0
seamark:light:1:range,50,0.0,0.7937
logistics,50,0.0,0.9434
recycling:aluminium,50,0.0,0.7353
pets,50,0.0,1.0
rating,50,0.0,0.2825
health_facility:type,50,0.0,0.9804
ele:SIRGAS2000,50,0.0,1.0
FUNAI:PERIMETRO,50,0.0,1.0
FUNAI:CDOC,50,0.0,1.0
FUNAI:AREAETNO,50,0.0,1.0
locked,49,0.0,0.035
taxon,49,0.0,0.0018
surface:note,49,0.0,0.7
styleUrl,49,0.0,0.4188
nudism,49,0.0,0.7656
name:sv,49,0.0,0.6533
monitoring:ombrometer,49,0.0,0.35
FUNAI:ETAPA,49,0.0,1.0
fuel:octane_80,49,0.0,0.8033
FUNAI:GID,49,0.0,1.0
FUNAI:FLUXO,49,0.0,1.0
FUNAI:EXTENSO,49,0.0,1.0
FUNAI:DOCUMENTO,49,0.0,1.0
FUNAI:DATADOC,49,0.0,1.0
seamark:building:function,48,0.0,0.8136
name:lanes,48,0.0,1.0
payment:elo,48,0.0,0.96
hour_on,48,0.0,0.8421
abbr_name,48,0.0,1.0
collection_times,48,0.0,0.7059
FUNAI:ADR,47,0.0,1.0
IPP:ORGAO1,47,0.0,0.9792
IPP:TUTELA1,47,0.0,0.9792
basin,47,0.0,0.0723
denomination:wikidata,47,0.0,0.9038
drink:beer,47,0.0,0.9792
fuel:biogas,47,0.0,0.8393
hour_off,47,0.0,0.8545
internet_access:password,47,0.0,0.9592
recycling:wood,47,0.0,0.9038
ref_name,47,0.0,1.0
shape_leng,47,0.0,0.4123
IPP:CODLINFERR,47,0.0,0.0696
objectid_1,46,0.0,0.4107
shape_le_1,46,0.0,0.4107
laboratory,46,0.0,1.0
bridge:ref,46,0.0,1.0
is_in:town,46,0.0,1.0
IPP:UC,46,0.0,0.9787
name:mn,45,0.0,1.0
date_off,45,0.0,0.8654
date_on,45,0.0,0.8654
fuel:octane_92,45,0.0,0.8036
military_service,45,0.0,0.9
motorcycle:repair,45,0.0,0.9574
official_name:en,45,0.0,1.0
peak,45,0.0,0.4592
source:boundary,45,0.0,0.7031
source:fixme,45,0.0,0.6923
sanitary_dump_station,44,0.0,0.88
diet:non-vegetarian,44,0.0,0.9778
service:bicycle:sales,44,0.0,0.9565
diocese,44,0.0,0.5946
source:building:levels,44,0.0,0.3385
denomination:wikipedia,44,0.0,0.898
alt_ref,44,0.0,0.6875
campus,44,0.0,1.0
IPP:Classe,44,0.0,0.9778
pumping_station,43,0.0,0.8113
wood,43,0.0,0.1014
wheelchair:description,43,0.0,0.9348
timezone,43,0.0,0.9773
timetable,43,0.0,1.0
ref:der-es,43,0.0,1.0
building:prefabricated,43,0.0,0.7544
name:ro,43,0.0,1.0
instagram,43,0.0,1.0
hoops,43,0.0,0.1845
grass,43,0.0,0.2205
communication:radio,43,0.0,0.1587
minibus,43,0.0,0.7679
monitoring:weather,42,0.0,0.2165
wikiversity,42,0.0,0.913
source:cycleway:right,42,0.0,0.9333
proposed:highway,42,0.0,0.2727
footway:left,42,0.0,0.9767
PKUID,42,0.0,0.7925
lanes:reversible,42,0.0,1.0
internet_access:operator,41,0.0,0.4141
2016olympicgames,41,0.0,0.9762
description:en,41,0.0,0.6721
elevation,41,0.0,0.0609
name:ta,41,0.0,1.0
service:bicycle:chain_tool,41,0.0,0.8542
utility,41,0.0,0.0119
visibility,41,0.0,0.1152
platforms,40,0.0,0.9756
service:vehicle:suspension,40,0.0,1.0
ref:cadastre,40,0.0,0.0014
railway:old_name,40,0.0,0.9091
CD_GEOCODB,40,0.0,1.0
lit:perceived,40,0.0,1.0
lanes:reversible:type,40,0.0,1.0
group_only,40,0.0,0.6667
cycleway:left:separation,40,0.0,0.9756
name:bn,39,0.0,1.0
ethnic_group,39,0.0,1.0
living_street,39,0.0,0.9286
IPP:CODRA,39,0.0,1.0
IPP:AREA_PLANE,39,0.0,1.0
IPP:ATOLEGAL,39,0.0,0.975
name:oc,38,0.0,1.0
uic_name,38,0.0,0.4935
parking:condition:left:maxstay,38,0.0,1.0
service:vehicle:wheels,38,0.0,0.9744
name:id,38,0.0,1.0
landcover,38,0.0,0.0017
currency:EUR,38,0.0,0.9744
alcohol,38,0.0,0.9744
name:az,37,0.0,1.0
width:carriageway,37,0.0,0.4805
tunnel:ref,37,0.0,1.0
restriction:conditional,37,0.0,0.2517
ref:SE_RS,37,0.0,1.0
name:sk,37,0.0,1.0
name:hu,37,0.0,1.0
name:et,37,0.0,1.0
parking:fee,37,0.0,0.925
long_name,37,0.0,1.0
fuel:1_25,37,0.0,0.925
commercial,37,0.0,0.925
except,37,0.0,0.1989
disused:name,37,0.0,0.4458
cycleway:width,37,0.0,0.6852
communication:gsm,37,0.0,0.3776
fuel:diesel_S500,37,0.0,0.881
hazmat,36,0.0,0.8372
ref:log,36,0.0,1.0
parking:condition:right:vehicles,36,0.0,1.0
park:type,36,0.0,0.7059
name:vi,36,0.0,1.0
name:no,36,0.0,1.0
name:br,36,0.0,0.5455
exit,36,0.0,0.2687
geological,36,0.0,0.72
fuel:electricity,36,0.0,0.8372
cycleway:name,36,0.0,1.0
coach,36,0.0,0.3495
ascent,36,0.0,0.9231
addr:postcode:odd,36,0.0,0.973
IPP:Telefone,36,0.0,1.0
full_name,35,0.0,1.0
motorcycle:parts,35,0.0,1.0
mobile_phone:repair,35,0.0,0.9722
incorrect:junction,35,0.0,0.0674
building:floor,35,0.0,0.625
fuel:octane_100,35,0.0,0.8974
access:lanes:backward,35,0.0,1.0
esperanto,35,0.0,1.0
destination:to,35,0.0,0.614
seamark:radar_transponder:category,34,0.0,0.8718
service:vehicle:motor,34,0.0,0.8293
bridge:support,34,0.0,0.0594
service:bicycle:tools,34,0.0,0.7727
service:press,34,0.0,1.0
noname,34,0.0,0.0018
name:hr,34,0.0,1.0
fuel:gasolina,34,0.0,0.9189
diet:halal,34,0.0,0.9444
seamark:radar_transponder:group,34,0.0,0.8947
mooring,33,0.0,0.0853
ufrn:codigo_unidade,33,0.0,1.0
species:wikipedia,33,0.0,0.0259
source:maxlength,33,0.0,1.0
sidewalk:right:bicycle,33,0.0,0.7674
name:fi,33,0.0,1.0
name:da,33,0.0,1.0
lanes:bus:backward,33,0.0,1.0
listed_status,33,0.0,0.9167
community_centre:for,33,0.0,0.8049
climbing:bolted,33,0.0,1.0
brunch,33,0.0,1.0
added_by,33,0.0,0.825
IBGE:BACIA,33,0.0,0.569
electronics_repair,33,0.0,1.0
ref:insular,32,0.0,1.0
railway:usage,32,0.0,0.8649
recycling:cooking_oil,32,0.0,0.8421
recycling:garden_waste,32,0.0,0.9697
protected,32,0.0,0.3019
source:depth,32,0.0,1.0
seamark:pipeline_submarine:category,32,0.0,0.6038
sidewalks,32,0.0,0.8889
transit:lanes:forward,32,0.0,0.64
water_source,32,0.0,0.0525
railway:name,32,0.0,0.6038
lanes:reversible:forward,32,0.0,1.0
parking:lanes:both,32,0.0,1.0
name:tt,32,0.0,1.0
name:co,32,0.0,1.0
lanes:reversible:backward,32,0.0,1.0
diplomatic:services:citizen_services,32,0.0,0.9697
building:units,32,0.0,0.6957
artwork_subject,32,0.0,0.6809
IPP:REGIAO_ADM,32,0.0,1.0
IPP:Endereco,32,0.0,1.0
name:zh-Hans,32,0.0,1.0
old,31,0.0,0.9394
state_code,31,0.0,1.0
service:vehicle:glass,31,0.0,0.9688
resort,31,0.0,1.0
payment:mastercard_contactless,31,0.0,0.9688
tomb,31,0.0,0.7561
name:zh-Hant,31,0.0,0.9688
name:qu,31,0.0,1.0
fuel:GTL_diesel,31,0.0,0.8158
capital,31,0.0,1.0
animal_breeding,31,0.0,0.1938
addr:block,31,0.0,0.2719
toilets:position,30,0.0,0.1648
source:cycleway:left,30,0.0,0.8571
service:bicycle:service,30,0.0,0.9677
plant,30,0.0,0.5769
pets_allowed,30,0.0,0.9677
operator:pt,30,0.0,0.9091
oneway:forward:conditional,30,0.0,1.0
name:sq,30,0.0,1.0
motorcycle:sales,30,0.0,1.0
mitre:colour,30,0.0,0.0125
map_size,30,0.0,0.4545
iphan:inscription_date,30,0.0,1.0
descent,30,0.0,0.9677
communication:microwave,30,0.0,0.0977
backcountry,30,0.0,0.4762
survey_point:structure,29,0.0,0.8529
source:postcode,29,0.0,0.9667
recreation,29,0.0,0.7073
since,29,0.0,1.0
sale,29,0.0,0.9355
recycling:cardboard,29,0.0,0.2871
contact:webcam,29,0.0,0.6304
name:ms,29,0.0,1.0
diet:pescetarian,29,0.0,0.9667
diet:kosher,29,0.0,0.9355
animal_shelter,29,0.0,0.8056
IJSN:setor,29,0.0,1.0
language:fr,29,0.0,1.0
name:ia,28,0.0,1.0
unit,28,0.0,0.9655
source:maxspeed:forward,28,0.0,1.0
service:bicycle:bicycle,28,0.0,0.9032
ref:iphan,28,0.0,1.0
ref:SMTR,28,0.0,1.0
payment:paypal,28,0.0,1.0
official_name:es,28,0.0,1.0
name:yo,28,0.0,1.0
note:en,28,0.0,0.4912
lock,28,0.0,0.4
drink:coffee,28,0.0,1.0
dinner,28,0.0,0.9655
diet:healthy,28,0.0,1.0
department,28,0.0,0.9333
climbing:sport,28,0.0,1.0
blood:whole,28,0.0,1.0
GNS:id,28,0.0,1.0
ele:wgs84,28,0.0,0.6087
sett:style,27,0.0,0.2231
opening_hours:url,27,0.0,0.8438
railway:gauge,27,0.0,0.9
recycling:plastic_packaging,27,0.0,0.2368
name:yi,27,0.0,1.0
sidewalk:right:foot,27,0.0,0.75
sidewalk:right:kerb,27,0.0,1.0
was:amenity,27,0.0,0.6136
old_website,27,0.0,0.9
seamark:small_craft_facility:category,27,0.0,0.3913
name:ml,27,0.0,1.0
name:bs,27,0.0,1.0
map_type,27,0.0,0.3462
boules,27,0.0,0.4426
lanes:psv:times,27,0.0,1.0
disused:public_transport,27,0.0,0.7941
destination:street:to,27,0.0,0.4655
cycleway:right:segregated,27,0.0,0.9
name:io,27,0.0,1.0
monument,26,0.0,0.7647
language:de,26,0.0,1.0
laundry_service,26,0.0,1.0
local_name,26,0.0,0.8667
mattress,26,0.0,0.963
zoo,26,0.0,0.8125
motorcar:conditional,26,0.0,1.0
recycling:electrical_appliances,26,0.0,0.7879
sport_1,26,0.0,0.2737
indoor:level,26,0.0,0.7222
lanes:psv:forward:conditional,26,0.0,1.0
interval:source,26,0.0,1.0
access:taxi,26,0.0,1.0
have_riverbank,26,0.0,1.0
groundcheck,26,0.0,0.5417
diet:chicken,26,0.0,1.0
destination:ref:to:backward,26,0.0,0.9286
date,26,0.0,0.1793
communication:television,26,0.0,0.1024
church:type,26,0.0,0.8125
addr:room,26,0.0,0.8966
height_trunk,26,0.0,0.0574
IPP:UCSTATUS,26,0.0,1.0
sidewalk:both:bicycle,25,0.0,1.0
orientation,25,0.0,0.0461
railway:position,25,0.0,0.4167
side,25,0.0,0.0071
oneway:bus,25,0.0,0.8621
source:addr:name,25,0.0,1.0
source:tracer,25,0.0,0.0327
two_sided,25,0.0,0.0839
vehicle:conditional,25,0.0,0.8929
operator:es,25,0.0,1.0
books,25,0.0,0.9615
not:network:wikidata,25,0.0,0.8929
name:ba,25,0.0,1.0
name:am,25,0.0,1.0
name:abbreviation,25,0.0,1.0
maxheight:marine,25,0.0,0.7576
female_owner,25,0.0,1.0
currency:others,25,0.0,0.2874
comdephaapasa:inscription_date,25,0.0,1.0
bath:open_air,25,0.0,0.5682
name:pa,25,0.0,1.0
postal_code:country,24,0.0,0.96
old_addr:housenumber,24,0.0,0.4898
operational_status,24,0.0,0.6
parish,24,0.0,0.9231
parking:wheelchair,24,0.0,1.0
phone:2,24,0.0,0.8
trolley_wire:lanes,24,0.0,1.0
recycling:batteries,24,0.0,0.4528
service:vehicle:transmission_repair,24,0.0,1.0
shop_1,24,0.0,0.96
transit:lanes:backward,24,0.0,0.7059
name:sl,24,0.0,1.0
name:tuo,24,0.0,1.0
IPP:CATEGORIA,24,0.0,0.96
name:is,24,0.0,1.0
cycle_network,24,0.0,1.0
2016olympicgames:zone,24,0.0,1.0
abandoned:old_name,24,0.0,0.8889
bath:type,24,0.0,0.7273
bicycle_road,24,0.0,0.375
addr:interpolation,24,0.0,0.0017
id,24,0.0,0.0682
iphan:status,24,0.0,1.0
men,24,0.0,1.0
name:ay,24,0.0,1.0
name:cv,24,0.0,1.0
official_name:pt,23,0.0,0.575
trolley_wire:backward,23,0.0,1.0
reference,23,0.0,0.9583
rack,23,0.0,0.7667
public,23,0.0,0.5897
psv:lanes:forward,23,0.0,0.575
piste:type,23,0.0,0.7931
payment:credit_card,23,0.0,0.9583
name:af,23,0.0,0.9583
fuel:GNV,23,0.0,0.9583
footway:right,23,0.0,0.8214
fixme:type,23,0.0,0.7931
drink:distilled,23,0.0,1.0
diplomatic:services:passeport,23,0.0,1.0
cycleway:foot,23,0.0,1.0
fuel:etanol_aditivado,23,0.0,0.8519
payment:picpay,22,0.0,1.0
monitoring:water_level,22,0.0,0.5946
name:ne,22,0.0,1.0
name:source,22,0.0,1.0
name:ug,22,0.0,1.0
network:website,22,0.0,1.0
survey_date,22,0.0,0.9565
psv:lanes:backward,22,0.0,0.5641
shortest_name,22,0.0,1.0
source:zoomlevel,22,0.0,0.0313
turn,22,0.0,0.5641
waterway_1,22,0.0,0.6471
lat,22,0.0,1.0
maxheight:legal,22,0.0,0.9565
Distrito Postal,22,0.0,1.0
lanes:psv:forward,22,0.0,1.0
duty_free,22,0.0,1.0
kitchen,22,0.0,1.0
car_wash,22,0.0,0.6667
children,22,0.0,1.0
cycleway:both:lane,22,0.0,0.9565
diet:fish,22,0.0,1.0
CEP,22,0.0,0.4231
fuel:adblue,22,0.0,0.9167
internet,22,0.0,0.9565
iphan:classification,22,0.0,1.0
is_in:district,22,0.0,1.0
kids_area,22,0.0,0.9167
headframe,22,0.0,0.6875
recording:manually,21,0.0,0.7
name:ga,21,0.0,1.0
parking:right:markings,21,0.0,0.84
payment:jcb,21,0.0,1.0
payment:voucher,21,0.0,1.0
razed:railway,21,0.0,0.7241
static_caravans,21,0.0,0.875
recycling:newspaper,21,0.0,0.7241
ref:sisa_codigo,21,0.0,1.0
traffic_signals:direction,21,0.0,0.0041
water:location,21,0.0,1.0
locomotive:type,21,0.0,0.9545
name:cy,21,0.0,1.0
is_in:county,21,0.0,0.875
lanes:backward:conditional,21,0.0,1.0
big_rigs,21,0.0,1.0
abandoned:highway,21,0.0,0.0758
aerialway:occupancy,21,0.0,0.9545
anac,21,0.0,1.0
anac:link,21,0.0,1.0
abandoned:operator,21,0.0,0.4286
consulting,21,0.0,1.0
drink:cocktail,21,0.0,1.0
drink:wine,21,0.0,1.0
drive_in,21,0.0,0.9545
hand_cart,21,0.0,0.9545
name:mt,20,0.0,1.0
water:quality,20,0.0,1.0
source:building,20,0.0,0.2128
service:vehicle:transmission,20,0.0,1.0
seamark:light:1:group,20,0.0,1.0
picnic_benches,20,0.0,1.0
parking:right:access,20,0.0,0.9091
parking:left:markings,20,0.0,0.9091
parking:lane:right:capacity,20,0.0,0.4255
old_addr:street,20,0.0,1.0
name:sw,20,0.0,1.0
alt_name_2,20,0.0,1.0
name:lb,20,0.0,1.0
diet:organic,20,0.0,1.0
name:fy,20,0.0,1.0
blood:platelets,20,0.0,1.0
damage:date,20,0.0,0.5714
IGAM:BACIA,20,0.0,1.0
dish_washing,20,0.0,1.0
fuel:diesel_s10_aditivado,20,0.0,0.9524
kml_folder,20,0.0,0.7143
name:ast,20,0.0,1.0
ref:cuie_codigo,19,0.0,1.0
oneway:backward:conditional,19,0.0,1.0
other_name,19,0.0,0.95
owner:wikidata,19,0.0,1.0
parking:condition:both:maxstay,19,0.0,0.95
parking:lane:left:capacity,19,0.0,0.3654
payment:hipercard,19,0.0,0.95
pump,19,0.0,0.131
ref:ZonaSanitaria,19,0.0,1.0
source:smoothness,19,0.0,0.3455
restriction,19,0.0,0.0002
roof:direction,19,0.0,0.0291
sanitary_dumpstation,19,0.0,1.0
source:maxspeed:backward,19,0.0,1.0
toilets:menstrual_products,19,0.0,0.7037
tool,19,0.0,0.76
traffic_sign:direction,19,0.0,0.0387
truck,19,0.0,0.7917
name:se,19,0.0,1.0
name:war,19,0.0,1.0
general_room,19,0.0,1.0
name:pnb,19,0.0,1.0
ibgE:CD_ADMINIS,19,0.0,0.4318
name:mi,19,0.0,1.0
bath:sand_bath,19,0.0,0.6786
bridge:material,19,0.0,0.0178
camp_type,19,0.0,1.0
check_date:smoothness,19,0.0,0.6786
dryer,19,0.0,1.0
fuel:Gasolina,19,0.0,0.8636
CBTC,19,0.0,1.0
bairro,19,0.0,0.95
iphan:tombo,19,0.0,1.0
laundry,19,0.0,1.0
level:ref,19,0.0,0.413
min_level,19,0.0,0.4524
name:bpy,19,0.0,1.0
name:dv,19,0.0,1.0
name:ku,19,0.0,0.4318
lanes:bus:forward,19,0.0,1.0
ref:cuise,18,0.0,1.0
parking:condition:left:vehicles,18,0.0,1.0
payment:boleto,18,0.0,1.0
payment:boleto_bancario,18,0.0,1.0
pe:ubigeo,18,0.0,1.0
priority_road,18,0.0,0.6429
psv:lanes:conditional,18,0.0,1.0
recycling:green_waste,18,0.0,0.2169
source:photo,18,0.0,1.0
river,18,0.0,0.9
service:vehicle:sound,18,0.0,1.0
sidewalk:right:width,18,0.0,1.0
voltage:primary,18,0.0,0.0984
voltage:secondary,18,0.0,0.1023
washing_machine,18,0.0,1.0
year_of_construction,18,0.0,1.0
name:my,18,0.0,1.0
par,18,0.0,0.3273
name:nn,18,0.0,1.0
contact:skype,18,0.0,1.0
dangerous_place,18,0.0,0.8182
name:li,18,0.0,1.0
address,18,0.0,0.9474
benches,18,0.0,0.7826
bus:conditional,18,0.0,1.0
city,18,0.0,0.9
condition,18,0.0,0.8182
cycleway:left:width,18,0.0,1.0
destination:en,18,0.0,0.3
fixme:name,18,0.0,0.3103
hgv:lanes:forward,18,0.0,1.0
license_classes,18,0.0,0.7826
marker,18,0.0,0.0659
