,amenity_name_contributions,amenity_latest5_name_contributions,amenity_name_tagChange_contributions,amenity_users_count_name
PC1,0.5301384424142794,0.4601917885910004,0.4854267731507456,0.5210926956851654
PC2,0.04916720636718337,0.795259581632842,-0.5575762357402723,-0.23292386090075046
