,leisure_name_contributions,leisure_latest5_name_contributions,leisure_name_tagChange_contributions,leisure_users_count_name
PC1,0.5228594058278082,0.4270034784710314,0.5197597230663623,0.5235798901686435
PC2,-0.26907773425429815,0.9018975775258065,-0.2805608200345401,-0.18831770719505336
