,building_name_contributions,building_latest5_name_contributions,building_name_tagChange_contributions,building_users_count_name
PC1,0.5406605500709764,0.45815634748245004,0.4843590831548427,0.513006052034369
PC2,-0.10233877691342429,0.8193325758608766,-0.5552412515119656,-0.09963963815907628
