,leisure_name_contributions,leisure_latest5_name_contributions,leisure_name_tagChange_contributions,leisure_users_count_name
PC1,0.5398991612011715,0.349169512673993,0.5435700960687327,0.5395563898362307
PC2,-0.2841875524448537,0.9095481475149827,-0.0009844237029978942,-0.30324681910522944
