,amenity_name_contributions,amenity_latest5_name_contributions,amenity_name_tagChange_contributions,amenity_users_count_name
PC1,0.5313127398958171,0.44735103479557814,0.500763451769878,0.5165460187275107
PC2,-0.0403454433190521,0.858471955365432,-0.41246068506412686,-0.30211641850596693
