,building_name_contributions,building_latest5_name_contributions,building_name_tagChange_contributions,building_users_count_name
PC1,0.5355915430332155,0.4656037305991545,0.4855197201720974,0.5105149032177783
PC2,0.05656750545057376,0.786145152515033,-0.5685653145960026,-0.23560432836126655
